id,suscriptor_id,es_plantilla,codigo,nombre,tipo,naturaleza,nivel,categoria_nivel,ruta,ruta_codigo,padre_id,registra_tercero,requiere_centro_costo,requiere_presupuesto,niif_categoria_id,puc_categoria_id,activo,fecha_creacion,fecha_actualizacion
,,1,15994001,Flota y equipo de transporte,activo,D,5,auxiliar,,,159940,1,0,0,,,1,,
,,1,159944,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15994401,Flota y equipo fluvial y/o maritimo,activo,D,5,auxiliar,,,159944,1,0,0,,,1,,
,,1,159948,FLOTA Y EQUIPO AEREO,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15994801,Flota y equipo aereo,activo,D,5,auxiliar,,,159948,1,0,0,,,1,,
,,1,159952,FLOTA Y EQUIPO FERREO,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15995201,Flota y equipo ferreo,activo,D,5,auxiliar,,,159952,1,0,0,,,1,,
,,1,159956,ACUEDUCTOS- PLANTAS Y REDES,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15995601,Acueductos- plantas y redes,activo,D,5,auxiliar,,,159956,1,0,0,,,1,,
,,1,159960,ARMAMENTO DE VIGILANCIA,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15996001,Armamento de vigilancia,activo,D,5,auxiliar,,,159960,1,0,0,,,1,,
,,1,159962,ENVASES Y EMPAQUES,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15996201,Envases y empaques,activo,D,5,auxiliar,,,159962,1,0,0,,,1,,
,,1,159964,PLANTACIONES AGRICOLAS Y FORESTALES,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15996401,Plantaciones agricolas y forestales,activo,D,5,auxiliar,,,159964,1,0,0,,,1,,
,,1,159968,VIAS DE COMUNICACION,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15996801,Vias de comunicacion,activo,D,5,auxiliar,,,159968,1,0,0,,,1,,
,,1,159972,MINAS Y CANTERAS,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15997201,Minas y canteras,activo,D,5,auxiliar,,,159972,1,0,0,,,1,,
,,1,159980,POZOS ARTESIANOS,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15998001,Pozos artesianos,activo,D,5,auxiliar,,,159980,1,0,0,,,1,,
,,1,159984,YACIMIENTOS,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15998401,Yacimientos,activo,D,5,auxiliar,,,159984,1,0,0,,,1,,
,,1,159988,SEMOVIENTES,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15998801,Semovientes,activo,D,5,auxiliar,,,159988,1,0,0,,,1,,
,,1,159992,PROPIEDADES- PLANTA Y EQUIPO EN TRANSITO,activo,D,4,subcuenta,,,1599,0,0,0,,,1,,
,,1,15999201,Propiedades- planta y equipo en transito,activo,D,5,auxiliar,,,159992,1,0,0,,,1,,
,,1,16,INTANGIBLES,activo,D,2,grupo,,,1,0,0,0,,,1,,
,,1,1605,CREDITO MERCANTIL,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,160505,FORMADO O ESTIMADO,activo,D,4,subcuenta,,,1605,0,0,0,,,1,,
,,1,16050501,Formado o estimado,activo,D,5,auxiliar,,,160505,1,0,0,,,1,,
,,1,160510,ADQUIRIDO O COMPRADO,activo,D,4,subcuenta,,,1605,0,0,0,,,1,,
,,1,16051001,Adquirido o comprado,activo,D,5,auxiliar,,,160510,1,0,0,,,1,,
,,1,1610,MARCAS,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,161005,ADQUIRIDAS,activo,D,4,subcuenta,,,1610,0,0,0,,,1,,
,,1,16100501,Adquiridas,activo,D,5,auxiliar,,,161005,1,0,0,,,1,,
,,1,161010,FORMADAS,activo,D,4,subcuenta,,,1610,0,0,0,,,1,,
,,1,16101001,Formadas,activo,D,5,auxiliar,,,161010,1,0,0,,,1,,
,,1,1615,PATENTES,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,161505,ADQUIRIDAS,activo,D,4,subcuenta,,,1615,0,0,0,,,1,,
,,1,16150501,Adquiridas,activo,D,5,auxiliar,,,161505,1,0,0,,,1,,
,,1,161510,FORMADAS,activo,D,4,subcuenta,,,1615,0,0,0,,,1,,
,,1,16151001,Formadas,activo,D,5,auxiliar,,,161510,1,0,0,,,1,,
,,1,1620,CONCESIONES Y FRANQUICIAS,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,162005,CONCESIONES,activo,D,4,subcuenta,,,1620,0,0,0,,,1,,
,,1,16200501,Concesiones,activo,D,5,auxiliar,,,162005,1,0,0,,,1,,
,,1,162010,FRANQUICIAS,activo,D,4,subcuenta,,,1620,0,0,0,,,1,,
,,1,16201001,Franquicias,activo,D,5,auxiliar,,,162010,1,0,0,,,1,,
,,1,1625,DERECHOS,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,162505,DERECHOS DE AUTOR,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16250501,Derechos de autor,activo,D,5,auxiliar,,,162505,1,0,0,,,1,,
,,1,162510,PUESTO DE BOLSA,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16251001,Puesto de bolsa,activo,D,5,auxiliar,,,162510,1,0,0,,,1,,
,,1,162515,EN FIDEICOMISOS INMOBILIARIOS,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16251501,En fideicomisos inmobiliarios,activo,D,5,auxiliar,,,162515,1,0,0,,,1,,
,,1,162520,EN FIDEICOMISOS DE GARANTIA,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16252001,En fideicomisos de garantia,activo,D,5,auxiliar,,,162520,1,0,0,,,1,,
,,1,162525,EN FIDEICOMISOS DE ADMINISTRACION,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16252501,En fideicomisos de administracion,activo,D,5,auxiliar,,,162525,1,0,0,,,1,,
,,1,162530,DE EXHIBICION - PELICULAS,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16253001,De exhibicion - peliculas,activo,D,5,auxiliar,,,162530,1,0,0,,,1,,
,,1,162535,EN BIENES RECIBIDOS EN ARRENDAMIENTO FINANCIERO (LEASING),activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16253501,En bienes recibidos en arrendamiento financiero (leasing),activo,D,5,auxiliar,,,162535,1,0,0,,,1,,
,,1,162595,OTROS,activo,D,4,subcuenta,,,1625,0,0,0,,,1,,
,,1,16259501,Otros,activo,D,5,auxiliar,,,162595,1,0,0,,,1,,
,,1,1630,KNOW HOW,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,1635,LICENCIAS,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,1698,DEPRECIACION Y/O AMORTIZACION ACUMULADA,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,169805,CREDITO MERCANTIL,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16980501,Credito mercantil,activo,D,5,auxiliar,,,169805,1,0,0,,,1,,
,,1,169810,MARCAS,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16981001,Marcas,activo,D,5,auxiliar,,,169810,1,0,0,,,1,,
,,1,169815,PATENTES,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16981501,Patentes,activo,D,5,auxiliar,,,169815,1,0,0,,,1,,
,,1,169820,CONCESIONES Y FRANQUICIAS,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16982001,Concesiones y franquicias,activo,D,5,auxiliar,,,169820,1,0,0,,,1,,
,,1,169830,DERECHOS,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16983001,Derechos,activo,D,5,auxiliar,,,169830,1,0,0,,,1,,
,,1,169835,KNOW HOW,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16983501,Know how,activo,D,5,auxiliar,,,169835,1,0,0,,,1,,
,,1,169840,LICENCIAS,activo,D,4,subcuenta,,,1698,0,0,0,,,1,,
,,1,16984001,Licencias,activo,D,5,auxiliar,,,169840,1,0,0,,,1,,
,,1,1699,PROVISIONES,activo,D,3,cuenta,,,16,0,0,0,,,1,,
,,1,17,DIFERIDOS,activo,D,2,grupo,,,1,0,0,0,,,1,,
,,1,1705,GASTOS PAGADOS POR ANTICIPADO,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,170505,INTERESES,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17050501,Intereses,activo,D,5,auxiliar,,,170505,1,0,0,,,1,,
,,1,170510,HONORARIOS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17051001,Honorarios,activo,D,5,auxiliar,,,170510,1,0,0,,,1,,
,,1,170515,COMISIONES,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17051501,Comisiones,activo,D,5,auxiliar,,,170515,1,0,0,,,1,,
,,1,170520,SEGUROS Y FIANZAS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17052001,Seguros y fianzas,activo,D,5,auxiliar,,,170520,1,0,0,,,1,,
,,1,170525,ARRENDAMIENTOS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17052501,Arrendamientos,activo,D,5,auxiliar,,,170525,1,0,0,,,1,,
,,1,170530,BODEGAJES,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17053001,Bodegajes,activo,D,5,auxiliar,,,170530,1,0,0,,,1,,
,,1,170535,MANTENIMIENTO EQUIPOS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17053501,Mantenimiento equipos,activo,D,5,auxiliar,,,170535,1,0,0,,,1,,
,,1,170540,SERVICIOS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17054001,Servicios,activo,D,5,auxiliar,,,170540,1,0,0,,,1,,
,,1,170545,SUSCRIPCIONES,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17054501,Suscripciones,activo,D,5,auxiliar,,,170545,1,0,0,,,1,,
,,1,170595,OTROS,activo,D,4,subcuenta,,,1705,0,0,0,,,1,,
,,1,17059501,Otros,activo,D,5,auxiliar,,,170595,1,0,0,,,1,,
,,1,1710,CARGOS DIFERIDOS,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,171004,ORGANIZACION Y PREOPERATIVOS,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17100401,Organizacion y preoperativos,activo,D,5,auxiliar,,,171004,1,0,0,,,1,,
,,1,171008,REMODELACIONES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17100801,Remodelaciones,activo,D,5,auxiliar,,,171008,1,0,0,,,1,,
,,1,171012,ESTUDIOS- INVESTIGACIONES Y PROYECTOS,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17101201,Estudios- investigaciones y proyectos,activo,D,5,auxiliar,,,171012,1,0,0,,,1,,
,,1,171016,PROGRAMAS PARA COMPUTADOR (SOFTWARE),activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17101601,Programas para computador (software),activo,D,5,auxiliar,,,171016,1,0,0,,,1,,
,,1,171020,UTILES Y PAPELERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17102001,utiles y papeleria,activo,D,5,auxiliar,,,171020,1,0,0,,,1,,
,,1,171024,MEJORAS A PROPIEDADES AJENAS,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17102401,Mejoras a propiedades ajenas,activo,D,5,auxiliar,,,171024,1,0,0,,,1,,
,,1,171028,CONTRIBUCIONES Y AFILIACIONES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17102801,Contribuciones y afiliaciones,activo,D,5,auxiliar,,,171028,1,0,0,,,1,,
,,1,171032,ENTRENAMIENTO DE PERSONAL,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17103201,Entrenamiento de personal,activo,D,5,auxiliar,,,171032,1,0,0,,,1,,
,,1,171036,FERIAS Y EXPOSICIONES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17103601,Ferias y exposiciones,activo,D,5,auxiliar,,,171036,1,0,0,,,1,,
,,1,171040,LICENCIAS,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17104001,Licencias,activo,D,5,auxiliar,,,171040,1,0,0,,,1,,
,,1,171044,PUBLICIDAD- PROPAGANDA Y PROMOCION,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17104401,Publicidad- propaganda y promocion,activo,D,5,auxiliar,,,171044,1,0,0,,,1,,
,,1,171048,ELEMENTOS DE ASEO Y CAFETERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17104801,Elementos de aseo y cafeteria,activo,D,5,auxiliar,,,171048,1,0,0,,,1,,
,,1,171052,MOLDES Y TROQUELES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17105201,Moldes y troqueles,activo,D,5,auxiliar,,,171052,1,0,0,,,1,,
,,1,171056,INSTRUMENTAL QUIRURGICO,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17105601,Instrumental quirurgico,activo,D,5,auxiliar,,,171056,1,0,0,,,1,,
,,1,171060,DOTACION Y SUMINISTRO A TRABAJADORES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17106001,Dotacion y suministro a trabajadores,activo,D,5,auxiliar,,,171060,1,0,0,,,1,,
,,1,171064,ELEMENTOS DE ROPERIA Y LENCERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17106401,Elementos de roperia y lenceria,activo,D,5,auxiliar,,,171064,1,0,0,,,1,,
,,1,171068,LOZA Y CRISTALERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17106801,Loza y cristaleria,activo,D,5,auxiliar,,,171068,1,0,0,,,1,,
,,1,171069,PLATERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17106901,Plateria,activo,D,5,auxiliar,,,171069,1,0,0,,,1,,
,,1,171070,CUBIERTERIA,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17107001,Cubierteria,activo,D,5,auxiliar,,,171070,1,0,0,,,1,,
,,1,171076,IMPUESTO DE RENTA DIFERIDO ?DEBITOS? POR DIFERENCIAS TEMPORALES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17107601,Impuesto de renta diferido ?debitos? por diferencias temporales,activo,D,5,auxiliar,,,171076,1,0,0,,,1,,
,,1,171080,CONCURSOS Y LICITACIONES,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17108001,Concursos y licitaciones,activo,D,5,auxiliar,,,171080,1,0,0,,,1,,
,,1,171095,OTROS,activo,D,4,subcuenta,,,1710,0,0,0,,,1,,
,,1,17109501,Otros,activo,D,5,auxiliar,,,171095,1,0,0,,,1,,
,,1,1715,COSTOS DE EXPLORACION POR AMORTIZAR,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,171505,POZOS SECOS,activo,D,4,subcuenta,,,1715,0,0,0,,,1,,
,,1,17150501,Pozos secos,activo,D,5,auxiliar,,,171505,1,0,0,,,1,,
,,1,171510,POZOS NO COMERCIALES,activo,D,4,subcuenta,,,1715,0,0,0,,,1,,
,,1,17151001,Pozos no comerciales,activo,D,5,auxiliar,,,171510,1,0,0,,,1,,
,,1,171515,OTROS COSTOS DE EXPLORACION,activo,D,4,subcuenta,,,1715,0,0,0,,,1,,
,,1,17151501,Otros costos de exploracion,activo,D,5,auxiliar,,,171515,1,0,0,,,1,,
,,1,1720,COSTOS DE EXPLOTACION Y DESARROLLO,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,172005,PERFORACION Y EXPLOTACION,activo,D,4,subcuenta,,,1720,0,0,0,,,1,,
,,1,17200501,Perforacion y explotacion,activo,D,5,auxiliar,,,172005,1,0,0,,,1,,
,,1,172010,PERFORACIONES CAMPOS EN DESARROLLO,activo,D,4,subcuenta,,,1720,0,0,0,,,1,,
,,1,17201001,Perforaciones campos en desarrollo,activo,D,5,auxiliar,,,172010,1,0,0,,,1,,
,,1,172015,FACILIDADES DE PRODUCCION,activo,D,4,subcuenta,,,1720,0,0,0,,,1,,
,,1,17201501,Facilidades de produccion,activo,D,5,auxiliar,,,172015,1,0,0,,,1,,
,,1,172020,SERVICIO A POZOS,activo,D,4,subcuenta,,,1720,0,0,0,,,1,,
,,1,17202001,Servicio a pozos,activo,D,5,auxiliar,,,172020,1,0,0,,,1,,
,,1,1730,CARGOS POR CORRECCION MONETARIA DIFERIDA,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,1798,AMORTIZACION ACUMULADA,activo,D,3,cuenta,,,17,0,0,0,,,1,,
,,1,179805,COSTOS DE EXPLORACION POR AMORTIZAR,activo,D,4,subcuenta,,,1798,0,0,0,,,1,,
,,1,17980501,Costos de exploracion por amortizar,activo,D,5,auxiliar,,,179805,1,0,0,,,1,,
,,1,179810,COSTOS DE EXPLOTACION Y DESARROLLO,activo,D,4,subcuenta,,,1798,0,0,0,,,1,,
,,1,17981001,Costos de explotacion y desarrollo,activo,D,5,auxiliar,,,179810,1,0,0,,,1,,
,,1,18,OTROS ACTIVOS,activo,D,2,grupo,,,1,0,0,0,,,1,,
,,1,1805,BIENES DE ARTE Y CULTURA,activo,D,3,cuenta,,,18,0,0,0,,,1,,
,,1,180505,OBRAS DE ARTE,activo,D,4,subcuenta,,,1805,0,0,0,,,1,,
,,1,18050501,Obras de arte,activo,D,5,auxiliar,,,180505,1,0,0,,,1,,
,,1,180510,BIBLIOTECAS,activo,D,4,subcuenta,,,1805,0,0,0,,,1,,
,,1,18051001,Bibliotecas,activo,D,5,auxiliar,,,180510,1,0,0,,,1,,
,,1,180595,OTROS,activo,D,4,subcuenta,,,1805,0,0,0,,,1,,
,,1,18059501,Otros,activo,D,5,auxiliar,,,180595,1,0,0,,,1,,
,,1,1895,DIVERSOS,activo,D,3,cuenta,,,18,0,0,0,,,1,,
,,1,189505,MAQUINAS PORTEADORAS,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18950501,Maquinas porteadoras,activo,D,5,auxiliar,,,189505,1,0,0,,,1,,
,,1,189510,BIENES ENTREGADOS EN COMODATO,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18951001,Bienes entregados en comodato,activo,D,5,auxiliar,,,189510,1,0,0,,,1,,
,,1,189515,AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR),activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18951501,Amortizacion acumulada de bienes entregados en comodato (CR),activo,D,5,auxiliar,,,189515,1,0,0,,,1,,
,,1,189520,BIENES RECIBIDOS EN PAGO,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18952001,Bienes recibidos en pago,activo,D,5,auxiliar,,,189520,1,0,0,,,1,,
,,1,189525,DERECHOS SUCESORALES,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18952501,Derechos sucesorales,activo,D,5,auxiliar,,,189525,1,0,0,,,1,,
,,1,189530,ESTAMPILLAS,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18953001,Estampillas,activo,D,5,auxiliar,,,189530,1,0,0,,,1,,
,,1,189595,OTROS,activo,D,4,subcuenta,,,1895,0,0,0,,,1,,
,,1,18959501,Otros,activo,D,5,auxiliar,,,189595,1,0,0,,,1,,
,,1,1899,PROVISIONES,activo,D,3,cuenta,,,18,0,0,0,,,1,,
,,1,189905,BIENES DE ARTE Y CULTURA,activo,D,4,subcuenta,,,1899,0,0,0,,,1,,
,,1,18990501,Bienes de arte y cultura,activo,D,5,auxiliar,,,189905,1,0,0,,,1,,
,,1,189995,DIVERSOS,activo,D,4,subcuenta,,,1899,0,0,0,,,1,,
,,1,18999501,Diversos,activo,D,5,auxiliar,,,189995,1,0,0,,,1,,
,,1,19,VALORIZACIONES,activo,D,2,grupo,,,1,0,0,0,,,1,,
,,1,1905,DE INVERSIONES,activo,D,3,cuenta,,,19,0,0,0,,,1,,
,,1,190505,ACCIONES,activo,D,4,subcuenta,,,1905,0,0,0,,,1,,
,,1,19050501,Acciones,activo,D,5,auxiliar,,,190505,1,0,0,,,1,,
,,1,190510,CUOTAS O PARTES DE INTERES SOCIAL,activo,D,4,subcuenta,,,1905,0,0,0,,,1,,
,,1,19051001,Cuotas o partes de interes social,activo,D,5,auxiliar,,,190510,1,0,0,,,1,,
,,1,190515,DERECHOS FIDUCIARIOS,activo,D,4,subcuenta,,,1905,0,0,0,,,1,,
,,1,19051501,Derechos fiduciarios,activo,D,5,auxiliar,,,190515,1,0,0,,,1,,
,,1,1910,DE PROPIEDADES- PLANTA Y EQUIPO,activo,D,3,cuenta,,,19,0,0,0,,,1,,
,,1,191004,TERRENOS,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19100401,Terrenos,activo,D,5,auxiliar,,,191004,1,0,0,,,1,,
,,1,191006,MATERIALES PROYECTOS PETROLEROS,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19100601,Materiales proyectos petroleros,activo,D,5,auxiliar,,,191006,1,0,0,,,1,,
,,1,191008,CONSTRUCCIONES Y EDIFICACIONES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19100801,Construcciones y edificaciones,activo,D,5,auxiliar,,,191008,1,0,0,,,1,,
,,1,191012,MAQUINARIA Y EQUIPO,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19101201,Maquinaria y equipo,activo,D,5,auxiliar,,,191012,1,0,0,,,1,,
,,1,191016,EQUIPO DE OFICINA,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19101601,Equipo de oficina,activo,D,5,auxiliar,,,191016,1,0,0,,,1,,
,,1,191020,EQUIPO DE COMPUTACION Y COMUNICACION,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19102001,Equipo de computacion y comunicacion,activo,D,5,auxiliar,,,191020,1,0,0,,,1,,
,,1,191024,EQUIPO MEDICO-CIENTIFICO,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19102401,Equipo medico-cientifico,activo,D,5,auxiliar,,,191024,1,0,0,,,1,,
,,1,191028,EQUIPO DE HOTELES Y RESTAURANTES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19102801,Equipo de hoteles y restaurantes,activo,D,5,auxiliar,,,191028,1,0,0,,,1,,
,,1,191032,FLOTA Y EQUIPO DE TRANSPORTE,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19103201,Flota y equipo de transporte,activo,D,5,auxiliar,,,191032,1,0,0,,,1,,
,,1,191036,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19103601,Flota y equipo fluvial y/o maritimo,activo,D,5,auxiliar,,,191036,1,0,0,,,1,,
,,1,191040,FLOTA Y EQUIPO AEREO,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19104001,Flota y equipo aereo,activo,D,5,auxiliar,,,191040,1,0,0,,,1,,
,,1,191044,FLOTA Y EQUIPO FERREO,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19104401,Flota y equipo ferreo,activo,D,5,auxiliar,,,191044,1,0,0,,,1,,
,,1,191048,ACUEDUCTOS- PLANTAS Y REDES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19104801,Acueductos- plantas y redes,activo,D,5,auxiliar,,,191048,1,0,0,,,1,,
,,1,191052,ARMAMENTO DE VIGILANCIA,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19105201,Armamento de vigilancia,activo,D,5,auxiliar,,,191052,1,0,0,,,1,,
,,1,191056,ENVASES Y EMPAQUES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19105601,Envases y empaques,activo,D,5,auxiliar,,,191056,1,0,0,,,1,,
,,1,191060,PLANTACIONES AGRICOLAS Y FORESTALES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19106001,Plantaciones agricolas y forestales,activo,D,5,auxiliar,,,191060,1,0,0,,,1,,
,,1,191064,VIAS DE COMUNICACION,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19106401,Vias de comunicacion,activo,D,5,auxiliar,,,191064,1,0,0,,,1,,
,,1,191068,MINAS Y CANTERAS,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19106801,Minas y canteras,activo,D,5,auxiliar,,,191068,1,0,0,,,1,,
,,1,191072,POZOS ARTESIANOS,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19107201,Pozos artesianos,activo,D,5,auxiliar,,,191072,1,0,0,,,1,,
,,1,191076,YACIMIENTOS,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19107601,Yacimientos,activo,D,5,auxiliar,,,191076,1,0,0,,,1,,
,,1,191080,SEMOVIENTES,activo,D,4,subcuenta,,,1910,0,0,0,,,1,,
,,1,19108001,Semovientes,activo,D,5,auxiliar,,,191080,1,0,0,,,1,,
,,1,1995,DE OTROS ACTIVOS,activo,D,3,cuenta,,,19,0,0,0,,,1,,
,,1,199505,BIENES DE ARTE Y CULTURA,activo,D,4,subcuenta,,,1995,0,0,0,,,1,,
,,1,19950501,Bienes de arte y cultura,activo,D,5,auxiliar,,,199505,1,0,0,,,1,,
,,1,199510,BIENES ENTREGADOS EN COMODATO,activo,D,4,subcuenta,,,1995,0,0,0,,,1,,
,,1,19951001,Bienes entregados en comodato,activo,D,5,auxiliar,,,199510,1,0,0,,,1,,
,,1,199515,BIENES RECIBIDOS EN PAGO,activo,D,4,subcuenta,,,1995,0,0,0,,,1,,
,,1,19951501,Bienes recibidos en pago,activo,D,5,auxiliar,,,199515,1,0,0,,,1,,
,,1,199520,INVENTARIO DE SEMOVIENTES,activo,D,4,subcuenta,,,1995,0,0,0,,,1,,
,,1,19952001,Inventario de semovientes,activo,D,5,auxiliar,,,199520,1,0,0,,,1,,
,,1,2,PASIVO,pasivo,C,1,clase,,,,0,0,0,,,1,,
,,1,21,OBLIGACIONES FINANCIERAS,pasivo,C,2,grupo,,,2,0,0,0,,,1,,
,,1,2105,BANCOS NACIONALES,pasivo,C,3,cuenta,,,21,0,0,0,,,1,,
,,1,210505,SOBREGIROS,pasivo,C,4,subcuenta,,,2105,0,0,0,,,1,,
,,1,21050501,Sobregiros,pasivo,C,5,auxiliar,,,210505,1,0,0,,,1,,
,,1,210510,PAGARES,pasivo,C,4,subcuenta,,,2105,0,0,0,,,1,,
,,1,21051001,Pagares,pasivo,C,5,auxiliar,,,210510,1,0,0,,,1,,
,,1,210515,CARTAS DE CREDITO,pasivo,C,4,subcuenta,,,2105,0,0,0,,,1,,
,,1,21051501,Cartas de credito,pasivo,C,5,auxiliar,,,210515,1,0,0,,,1,,
,,1,210520,ACEPTACIONES BANCARIAS,pasivo,C,4,subcuenta,,,2105,0,0,0,,,1,,
,,1,21052001,Aceptaciones bancarias,pasivo,C,5,auxiliar,,,210520,1,0,0,,,1,,
,,1,2110,BANCOS DEL EXTERIOR,pasivo,C,3,cuenta,,,21,0,0,0,,,1,,
,,1,211005,SOBREGIROS,pasivo,C,4,subcuenta,,,2110,0,0,0,,,1,,
,,1,21100501,Sobregiros,pasivo,C,5,auxiliar,,,211005,1,0,0,,,1,,
